id,title,type,publication_year,issue,volume,chapter,publication_venue,venue_type,publisher,event
doi:10.1016/j.iref.2019.04.004,A Bibliometric Review Of Sukuk Literature,journal-article,2019,,,,International Review Of Economics & Finance,journal,crossref:78,
doi:10.1016/j.irfa.2019.101418,"Sovereign Wealth Funds: Past, Present And Future",journal-article,2020,,67,,International Review Of Financial Analysis,journal,crossref:78,
doi:10.1007/s10668-020-01179-x,"Household Energy Consumption: State Of The Art, Research Gaps, And Future Prospects",journal-article,2021,8,23,,"Environment, Development And Sustainability",journal,crossref:297,
doi:10.1007/s10916-020-01691-7,The Potential Of Big Data Research In Healthcare For Medical Doctors’ Learning,journal-article,2021,1,45,,Journal Of Medical Systems,journal,crossref:297,
doi:10.1007/s10997-020-09554-6,Corporate Governance And Sustainability: A Review Of The Existing Literature,journal-article,2021,,,,Journal Of Management And Governance,journal,crossref:297,
doi:10.1007/s11126-020-09858-8,Suicide Mortality Rate As A Sustainable Development Goal (Sdg): A Bibliometric Analysis,journal-article,2020,,,,Psychiatric Quarterly,journal,crossref:297,
doi:10.1007/s11356-020-11947-x,A Bibliometric Analysis Of Comparative Research On The Evolution Of International And Chinese Green Supply Chain Research Hotspots And Frontiers,journal-article,2021,6,28,,Environmental Science And Pollution Research,journal,crossref:297,
doi:10.1016/j.jot.2020.04.010,Progress Of Orthopaedic Research In China Over The Last Decade,journal-article,2020,,24,,Journal Of Orthopaedic Translation,journal,crossref:78,
doi:10.1016/j.foodchem.2018.06.139,Let Food Be Thy Medicine And Medicine Be Thy Food: A Bibliometric Analysis Of The Most Cited Papers Focusing On Nutraceuticals And Functional Foods,journal-article,2018,,269,,Food Chemistry,journal,crossref:78,
doi:10.1016/j.chb.2018.07.001,Mapping Diversity And Inclusion In Student Societies: A Social Network Perspective,journal-article,2018,,88,,Computers In Human Behavior,journal,crossref:78,
doi:10.1016/j.ssci.2020.104900,Machine Learning In Occupational Accident Analysis: A Review Using Science Mapping Approach With Citation Network Analysis,journal-article,2020,,131,,Safety Science,journal,crossref:78,
doi:10.1016/j.jbusres.2018.12.050,Unveiling The Intellectual Structure And Evolution Of External Resource Management Research: Insights From A Bibliometric Study,journal-article,2019,,97,,Journal Of Business Research,journal,crossref:78,
doi:10.1016/j.jflm.2019.07.002,Bibliometric Analysis Of Medical Malpractice Literature In Legal Medicine From 1975 To 2018: Web Of Science Review,journal-article,2019,,66,,Journal Of Forensic And Legal Medicine,journal,crossref:78,
doi:10.1016/j.jgar.2017.11.017,Global Research Output In Antimicrobial Resistance Among Uropathogens: A Bibliometric Analysis (2002–2016),journal-article,2018,,13,,Journal Of Global Antimicrobial Resistance,journal,crossref:78,
doi:10.1016/j.jhtm.2020.06.001,A Systematic Review Of The Sex Trafficking-Related Literature: Lessons For Tourism And Hospitality Research,journal-article,2020,,45,,Journal Of Hospitality And Tourism Management,journal,crossref:78,
doi:10.1016/j.resconrec.2018.09.029,Science Mapping Approach To Assisting The Review Of Construction And Demolition Waste Management Research Published Between 2009 And 2018,journal-article,2019,,140,,"Resources, Conservation And Recycling",journal,crossref:78,
doi:10.1016/j.respol.2018.07.005,Institutional Shaping Of Research Priorities: A Case Study On Avian Influenza,journal-article,2018,10,47,,Research Policy,journal,crossref:78,
doi:10.1016/j.asoc.2020.106467,Bibliometric Analysis Of Rough Sets Research,journal-article,2020,,94,,Applied Soft Computing,journal,crossref:78,
doi:10.1016/j.joi.2014.04.001,Including Cited Non-Source Items In A Large-Scale Map Of Science: What Difference Does It Make?,journal-article,2014,3,8,,Journal Of Informetrics,journal,crossref:78,
doi:10.1007/s11356-020-11643-w,Uncovering The Dynamics In Global Carbon Dioxide Utilization Research: A Bibliometric Analysis (1995–2019),journal-article,2020,11,28,,Environmental Science And Pollution Research,journal,crossref:297,
doi:10.1007/s11846-020-00437-6,Entrepreneurial Ecosystems And Networks: A Literature Review And Research Agenda,journal-article,2021,1,16,,Review Of Managerial Science,journal,crossref:297,
doi:10.1016/j.ecolind.2020.107102,Urban Sustainability Assessment: An Overview And Bibliometric Analysis,journal-article,2021,,121,,Ecological Indicators,journal,crossref:78,
doi:10.1016/j.ejor.2017.10.041,Applications Of Agent-Based Modelling And Simulation In The Agri-Food Supply Chains,journal-article,2018,3,269,,European Journal Of Operational Research,journal,crossref:78,
doi:10.1016/j.ejor.2018.10.028,The Human Factor In Supply Chain Forecasting: A Systematic Review,journal-article,2019,2,274,,European Journal Of Operational Research,journal,crossref:78,
doi:10.1016/j.cosrev.2020.100335,A Systematic Mapping Review Of Context-Aware Analysis And Its Approach To Mobile Learning And Ubiquitous Learning Processes,journal-article,2021,,39,,Computer Science Review,journal,crossref:78,
doi:10.1016/j.jdmm.2018.06.005,"Changes In The Structures And Directions Of Destination Management And Marketing Research: A Bibliometric Mapping Study, 2005–2016",journal-article,2018,,10,,Journal Of Destination Marketing & Management,journal,crossref:78,
doi:10.1016/j.jclepro.2020.124033,Management Research And The Un Sustainable Development Goals (Sdgs): A Bibliometric Investigation And Systematic Review,journal-article,2020,,276,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.1016/j.jclepro.2020.125751,Micro-Electromechanical Systems-Based Technologies For Leak Detection And Localization In Water Supply Networks: A Bibliometric And Systematic Review,journal-article,2021,,289,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.1016/j.conbuildmat.2018.03.147,A Holistic Review Of Cement Composites Reinforced With Graphene Oxide,journal-article,2018,,171,,Construction And Building Materials,journal,crossref:78,
doi:10.1016/j.techfore.2020.120118,Digital Academic Entrepreneurship: A Structured Literature Review And Avenue For A Research Agenda,journal-article,2020,,157,,Technological Forecasting And Social Change,journal,crossref:78,
doi:10.1016/j.bjan.2020.02.003,Análise Bibliométrica No Campo Da Anestesiologia No Período De 2009‐2018,journal-article,2020,2,70,,Brazilian Journal Of Anesthesiology,journal,crossref:78,
doi:10.1016/j.techfore.2017.03.012,"‘Shaken, But Not Stirred’: Sixty Years Of Defining Social Innovation",journal-article,2017,,119,,Technological Forecasting And Social Change,journal,crossref:78,
doi:10.1016/j.techfore.2018.07.028,"Participatory Energy: Research, Imaginaries And Practices On People' Contribute To Energy Systems In The Smart City",journal-article,2019,,142,,Technological Forecasting And Social Change,journal,crossref:78,
doi:10.1016/j.techfore.2020.120377,Bridging Fields: A Comparative Study Of The Presence Of Think Tanks,journal-article,2021,,162,,Technological Forecasting And Social Change,journal,crossref:78,
doi:10.1016/j.tifs.2019.01.011,Global Research Trends In Food Safety In Agriculture And Industry From 1991 To 2018: A Data-Driven Analysis,journal-article,2019,,85,,Trends In Food Science & Technology,journal,crossref:78,
doi:10.7250/bjrbe.2020-15.470,The Knowledge Domain Of The Baltic Journal Of Road And Bridge Engineering Between 2006 And 2019,journal-article,2020,2,15,,The Baltic Journal Of Road And Bridge Engineering,journal,crossref:4297,
doi:10.1007/s11192-020-03805-x,"Mapping The Research History, Collaborations And Trends Of Remote Sensing In Fire Ecology",journal-article,2021,2,126,,Scientometrics,journal,crossref:297,
doi:10.1016/j.scitotenv.2019.135358,Human Health–Environment Interaction Science: An Emerging Research Paradigm,journal-article,2020,,704,,Science Of The Total Environment,journal,crossref:78,
doi:10.1016/j.scitotenv.2020.141344,Alpine Vegetation In The Context Of Climate Change: A Global Review Of Past Research And Future Directions,journal-article,2020,,748,,Science Of The Total Environment,journal,crossref:78,
doi:10.1016/j.ssci.2019.01.029,Forty Years Of Safety Science: A Bibliometric Overview,journal-article,2019,,115,,Safety Science,journal,crossref:78,
doi:10.1016/j.joi.2016.05.002,Automating Bibliometric Analyses Using Taverna Scientific Workflows: A Tutorial On Integrating Web Services,journal-article,2016,3,10,,Journal Of Informetrics,journal,crossref:78,
doi:10.1016/j.joi.2016.07.008,Construction Of A Pragmatic Base Line For Journal Classifications And Maps Based On Aggregated Journal-Journal Citation Relations,journal-article,2016,4,10,,Journal Of Informetrics,journal,crossref:78,
doi:10.1016/j.joi.2019.100976,Coping With Methods For Delineating Emerging Fields: Nanoscience And Nanotechnology As A Case Study,journal-article,2019,4,13,,Journal Of Informetrics,journal,crossref:78,
doi:10.1016/j.buildenv.2018.12.059,A Scientometric Analysis And Visualization Of Global Green Building Research,journal-article,2019,,149,,Building And Environment,journal,crossref:78,
doi:10.1016/j.carbpol.2018.10.039,Polysaccharides For Tissue Engineering: Current Landscape And Future Prospects,journal-article,2019,,205,,Carbohydrate Polymers,journal,crossref:78,
doi:10.1016/j.indmarman.2020.02.022,Charting The Reach And Contribution Of Imp Literature In Other Disciplines: A Bibliometric Analysis,journal-article,2020,,87,,Industrial Marketing Management,journal,crossref:78,
doi:10.1016/j.scitotenv.2020.141642,Co-Benefits And Synergies Between Urban Climate Change Mitigation And Adaptation Measures: A Literature Review,journal-article,2021,,750,,Science Of The Total Environment,journal,crossref:78,
doi:10.1016/j.cmpb.2019.105075,Half A Century Of Computer Methods And Programs In Biomedicine: A Bibliometric Analysis From 1970 To 2017,journal-article,2020,,183,,Computer Methods And Programs In Biomedicine,journal,crossref:78,
doi:10.1016/j.aap.2018.06.010,Visualization And Analysis Of Mapping Knowledge Domain Of Road Safety Studies,journal-article,2018,,118,,Accident Analysis & Prevention,journal,crossref:78,
doi:10.1016/j.aller.2020.01.001,Bibliometric Analysis Of Publications On House Dust Mites During 1980–2018,journal-article,2020,4,48,,Allergologia Et Immunopathologia,journal,crossref:6228,
doi:10.1016/j.scs.2020.102608,Trends And Gaps In Global Research Of Greenery Systems Through A Bibliometric Analysis,journal-article,2021,,65,,Sustainable Cities And Society,journal,crossref:78,
doi:10.1016/j.joi.2018.03.005,"Examining The Usage, Citation, And Diffusion Patterns Of Bibliometric Mapping Software: A Comparative Study Of Three Tools",journal-article,2018,2,12,,Journal Of Informetrics,journal,crossref:78,
doi:10.1016/j.foodchem.2019.05.021,Research Trends In Food Chemistry: A Bibliometric Review Of Its 40 Years Anniversary (1976–2016),journal-article,2019,,294,,Food Chemistry,journal,crossref:78,
doi:10.1016/j.fss.2020.03.012,Forty Years Of Fuzzy Sets And Systems: A Bibliometric Analysis,journal-article,2021,,402,,Fuzzy Sets And Systems,journal,crossref:78,
doi:10.1016/j.fuel.2019.116598,Visualization And Analysis Of Mapping Knowledge Domains For Spontaneous Combustion Studies,journal-article,2020,,262,,Fuel,journal,crossref:78,
doi:10.1016/j.resconrec.2018.03.005,The Evolution Of Resources Conservation And Recycling Over The Past 30 Years: A Bibliometric Overview,journal-article,2018,,134,,"Resources, Conservation And Recycling",journal,crossref:78,
doi:10.1016/j.asoc.2018.03.041,Applied Soft Computing: A Bibliometric Analysis Of The Publications And Citations During (2004–2016),journal-article,2018,,69,,Applied Soft Computing,journal,crossref:78,
doi:10.1016/j.autcon.2019.02.022,Informetric Analysis And Review Of Literature On The Role Of Bim In Sustainable Construction,journal-article,2019,,103,,Automation In Construction,journal,crossref:78,
doi:10.1016/j.autcon.2020.103490,Risk Assessment And Management Of Excavation System Based On Fuzzy Set Theory And Machine Learning Methods,journal-article,2021,,122,,Automation In Construction,journal,crossref:78,
doi:10.1016/j.socscimed.2019.112552,Systematic Literature Review On The Spread Of Health-Related Misinformation On Social Media,journal-article,2019,,240,,Social Science & Medicine,journal,crossref:78,
doi:10.1016/j.solener.2020.02.013,A Bibliometric Analysis Of Trends In Solar Cooling Technology,journal-article,2020,,199,,Solar Energy,journal,crossref:78,
doi:10.2147/jpr.s306594,A Bibliometric Analysis Of Research Trends Of Acupuncture Therapy In The Treatment Of Migraine From 2000 To 2020,journal-article,2021,,Volume 14,,Journal Of Pain Research,journal,crossref:301,
doi:10.3390/ma14071745,Effect Of Short Fiber Reinforcements On Fracture Performance Of Cement-Based Materials: A Systematic Review Approach,journal-article,2021,7,14,,Materials,journal,crossref:1968,
doi:10.3390/plants10040768,Seeds And Seedlings In A Changing World: A Systematic Review And Meta-Analysis From High Altitude And High Latitude Ecosystems,journal-article,2021,4,10,,Plants,journal,crossref:1968,
doi:10.1155/2021/6634055,Scientometric Analysis Of Dental Implant Research Over The Past 10 Years And Future Research Trends,journal-article,2021,,2021,,Biomed Research International,journal,crossref:98,
doi:10.1155/2021/6657167,Endodontic Microbiology: A Bibliometric Analysis Of The Top 50 Classics,journal-article,2021,,2021,,Biomed Research International,journal,crossref:98,
doi:10.1007/s10551-021-04856-7,"Religiosity, Spirituality And Work: A Systematic Literature Review And Research Directions",journal-article,2021,,,,Journal Of Business Ethics,journal,crossref:297,
doi:10.1016/j.ijggc.2021.103309,Life Cycle Assessment Of Carbon Capture And Storage/Utilization: From Current State To Future Research Directions And Opportunities,journal-article,2021,,108,,International Journal Of Greenhouse Gas Control,journal,crossref:78,
doi:10.3390/en14144288,Smart City: A Bibliometric Analysis Of Conceptual Dimensions And Areas,journal-article,2021,14,14,,Energies,journal,crossref:1968,
doi:10.1002/cjce.23913,Experimental Methods In Chemical Engineering: Temperature Programmed Surface Reaction Spectroscopy— Tpsr,journal-article,2021,2,99,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1002/cjce.24216,Experimental Methods In Chemical Engineering: Mössbauer Spectroscopy,journal-article,2021,10,99,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1108/dta-08-2020-0179,Knowledge Discovery In Research On Domestic Violence: An Overview Of The Last Fifty Years,journal-article,2021,4,55,,Data Technologies And Applications,journal,crossref:140,
doi:10.1007/s10660-021-09464-1,20 Years Of Electronic Commerce Research,journal-article,2021,1,21,,Electronic Commerce Research,journal,crossref:297,
doi:10.1016/j.jclepro.2021.126277,Environmental Entrepreneurship – Bibliometric And Content Analysis Of The Subject Literature Based On H-Core,journal-article,2021,,295,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.1016/j.jclepro.2021.127503,Modelling In Off-Site Construction Supply Chain Management: A Review And Future Directions For Sustainable Modular Integrated Construction,journal-article,2021,,310,,Journal Of Cleaner Production,journal,crossref:78,
doi:10.3390/ijerph18147503,Theme Trends And Knowledge-Relationship In Lifestyle Research: A Bibliometric Analysis,journal-article,2021,14,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.1155/2021/5568219,Association Of Traditional Chinese Medicine Body Constitution And Health-Related Quality Of Life In Female Patients With Systemic Lupus Erythematosus: A Cross-Sectional Study,journal-article,2021,,2021,,Evidence-Based Complementary And Alternative Medicine,journal,crossref:98,
doi:10.1080/13032917.2021.1954042,A Bibliometric Study Of Medical Tourism,journal-article,2021,,,,Anatolia,journal,crossref:301,
doi:10.1007/s43538-021-00016-7,Decision Support Systems Based On Scientific Evidence: Bibliometric Networks Of Invasive Lantana Camara,journal-article,2021,1,87,,Proceedings Of The Indian National Science Academy,journal,crossref:297,
doi:10.2196/31097,Exploring The Shift In International Trends In Mobile Health Research From 2000 To 2020: Bibliometric Analysis,journal-article,2021,9,9,,Jmir Mhealth And Uhealth,journal,crossref:1010,
doi:10.3390/app11062767,Is Digital Twin Technology Supporting Safety Management? A Bibliometric And Systematic Review,journal-article,2021,6,11,,Applied Sciences,journal,crossref:1968,
doi:10.3390/app11073015,Quo Vadis Solar Energy Research?,journal-article,2021,7,11,,Applied Sciences,journal,crossref:1968,
doi:10.1590/1678-987320287607,Disseram Que Eu Voltei Americanizada: A História Temática Da Revista De Sociologia E Política,journal-article,2020,76,28,,Revista De Sociologia E Política,journal,crossref:530,
doi:10.1007/s12144-021-01947-6,A Bibliometric Analysis Of Executive Functions In Autism Spectrum Disorder,journal-article,2021,,,,Current Psychology,journal,crossref:297,
doi:10.4018/978-1-7998-7452-2.ch016,Analysis Of Research On Knowledge Management In Universities,book-chapter,2021,,,0,,,,
doi:10.1007/s11270-021-05224-x,Waste-To-Energy Technologies Towards Circular Economy: A Systematic Literature Review And Bibliometric Analysis,journal-article,2021,7,232,,"Water, Air, & Soil Pollution",journal,crossref:297,
doi:10.1371/journal.pone.0253847,Teamtree Analysis: A New Approach To Evaluate Scientific Production,journal-article,2021,7,16,,Plos One,journal,crossref:340,
doi:10.1016/j.geoderma.2021.115076,The Ecosystem Services Of Urban Soils: A Review,journal-article,2021,,395,,Geoderma,journal,crossref:78,
doi:10.1111/ejed.12446,An Internationalised Europe And Regionally Focused Americas: A Network Analysis Of Higher Education Studies,journal-article,2021,2,56,,European Journal Of Education,journal,crossref:311,
doi:10.1080/00038628.2021.1910480,A Scientometric Analysis And Review Of Spatial Cognition Studies Within The Framework Of Neuroscience And Architecture,journal-article,2021,4,64,,Architectural Science Review,journal,crossref:301,
doi:10.1002/agj2.20628,Trend And Research Status Of Agronomy Based On The Essential Science Indicators During 2009–2019,journal-article,2021,2,113,,Agronomy Journal,journal,crossref:311,
doi:10.22394/2410-132x-2021-7-1-66-84,International Scientific Research On Venture Capital: A Bibliometric And Mapping Analysis From The Period 1978–2020,journal-article,2021,1,7,,The Economics Of Science,journal,crossref:9677,
doi:10.1016/j.heliyon.2021.e07154,Bibliographic Mapping Of Post-Consumer Plastic Waste Based On Hierarchical Circular Principles Across The System Perspective,journal-article,2021,6,7,,Heliyon,journal,crossref:78,
doi:10.3390/ijerph18084234,Mapping Trends In Drowning Research: A Bibliometric Analysis 1995–2020,journal-article,2021,8,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/molecules26133882,Antiviral Activity Of Metabolites From Peruvian Plants Against Sars-Cov-2: An In Silico Approach,journal-article,2021,13,26,,Molecules,journal,crossref:1968,
doi:10.1016/j.jbusres.2021.06.045,The Development Of Business Model Research: A Bibliometric Review,journal-article,2021,,135,,Journal Of Business Research,journal,crossref:78,
doi:10.1590/1984-92302021v28n9604pt,Análise Da Produção Científica Sobre Transformative Consumer Research E Transformative Service Research,journal-article,2021,96,28,,Organizações & Sociedade,journal,crossref:530,
doi:10.1177/1548051821997406,New Kids On The Block? A Bibliometric Analysis Of Emerging Covid-19—Trends In Leadership Research,journal-article,2021,,,,Journal Of Leadership & Organizational Studies,journal,crossref:179,
doi:10.3145/epi.2021.may.05,Redes De Coautorías De La Investigación Española Y Latinoamericana En Comunicación (2000-2019): Cohesión Interna Y Aislamiento Transcontinental,journal-article,2021,,,,El Profesional De La Información,journal,crossref:1709,
doi:10.1038/s41545-021-00131-4,A Bibliometric Study On Biomimetic And Bioinspired Membranes For Water Filtration,journal-article,2021,1,4,,Npj Clean Water,journal,crossref:297,
doi:10.1080/0194262x.2021.1937772,Characteristics And Inter-Citation Network Of 100 Most Influential Studies On Ocean Acidification: A Bibliometric Analysis,journal-article,2021,1,41,,Science &Amp; Technology Libraries,journal,crossref:301,
doi:10.3390/agronomy11081504,Worldwide Research On The Ozone Influence In Plants,journal-article,2021,8,11,,Agronomy,journal,crossref:1968,
doi:10.3390/agronomy11081557,Advances In Precision Coffee Growing Research: A Bibliometric Review,journal-article,2021,8,11,,Agronomy,journal,crossref:1968,
doi:10.3390/ijerph18105143,Visualization And Analysis Of Mapping Knowledge Domains For Food Waste Studies,journal-article,2021,10,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/ijerph18115851,The Bibliometric Literature On Scopus And Wos: The Medicine And Environmental Sciences Categories As Case Of Study,journal-article,2021,11,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/ijerph18115985,A Bibliometric And Visualized Overview For The Evolution Of Process Safety And Environmental Protection,journal-article,2021,11,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.1080/10978526.2021.1930551,"Research On Innovation In China And Latin America: Bibliometric Insights In The Field Of Business, Management, And Decision Sciences",journal-article,2021,,,,Latin American Business Review,journal,crossref:301,
doi:10.3390/educsci11040184,Visual Arts In The University Educational Ecosystem: Analysis Of Schools Of Knowledge,journal-article,2021,4,11,,Education Sciences,journal,crossref:1968,
doi:10.3390/ijerph18147358,Changes In The Structures And Directions Of Heavy Metal-Contaminated Soil Remediation Research From 1999 To 2020: A Bibliometric & Scientometric Study,journal-article,2021,14,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.3390/recycling6020034,A Systematic Review Of Construction And Demolition Waste Management In Australia: Current Practices And Challenges,journal-article,2021,2,6,,Recycling,journal,crossref:1968,
doi:10.1016/j.jenvman.2021.112335,Reuse Assessment Of Weee: Systematic Review Of Emerging Themes And Research Directions,journal-article,2021,,287,,Journal Of Environmental Management,journal,crossref:78,
doi:10.1186/s12906-021-03354-7,"Insight Into The Characteristics Of Research Published In Traditional, Complementary, Alternative, And Integrative Medicine Journals: A Bibliometric Analysis",journal-article,2021,1,21,,Bmc Complementary Medicine And Therapies,journal,crossref:297,
doi:10.1016/j.ijdrr.2021.102141,Research Trends In Vulnerability Studies From 2000 To 2019: Findings From A Bibliometric Analysis,journal-article,2021,,56,,International Journal Of Disaster Risk Reduction,journal,crossref:78,
doi:10.1080/09537325.2020.1865530,An Overview Of 42 Years Of Lean Production: Applying Bibliometric Analysis To Investigate Strategic Themes And Scientific Evolution Structure,journal-article,2021,9,33,,Technology Analysis & Strategic Management,journal,crossref:301,
doi:10.1111/1758-5899.12912,Academic Research On The 2030 Agenda: Challenges Of A Transdisciplinary Field Of Study,journal-article,2021,3,12,,Global Policy,journal,crossref:311,
doi:10.1111/jpim.12562,Digital Transformation And Innovation Management: A Synthesis Of Existing Research And An Agenda For Future Studies,journal-article,2021,1,38,,Journal Of Product Innovation Management,journal,crossref:311,
doi:10.3390/ijerph18116135,"Digital Technologies In The Architecture, Engineering And Construction (Aec) Industry—A Bibliometric—Qualitative Literature Review Of Research Activities",journal-article,2021,11,18,,International Journal Of Environmental Research And Public Health,journal,crossref:1968,
doi:10.1007/s11192-019-03222-9,Investigating The Applications Of Artificial Intelligence In Cyber Security,journal-article,2019,2,121,,Scientometrics,journal,crossref:297,
doi:10.1007/s11192-019-03230-9,The Role Of South African Researchers In Intercontinental Collaboration,journal-article,2019,3,121,,Scientometrics,journal,crossref:297,
doi:10.1007/s11192-019-03234-5,Bibliometric Analysis In Motorcycle Accident Research: A Global Overview,journal-article,2019,2,121,,Scientometrics,journal,crossref:297,
doi:10.1007/s11192-019-03238-1,The Data Source Of This Study Is Web Of Science Core Collection? Not Enough,journal-article,2019,3,121,,Scientometrics,journal,crossref:297,
doi:10.1007/s10098-018-1624-1,Research On Green Supply Chain: A Bibliometric Analysis,journal-article,2018,1,21,,Clean Technologies And Environmental Policy,journal,crossref:297,
doi:10.1155/2018/2607618,Development Of A Gesture-Based Game Applying Participatory Design To Reflect Values Of Manual Wheelchair Users,journal-article,2018,,2018,,International Journal Of Computer Games Technology,journal,crossref:98,
doi:10.1093/reseval/rvz015,"Can Topic Models Be Used In Research Evaluations? Reproducibility, Validity, And Reliability When Compared With Semantic Maps",journal-article,2019,3,28,,Research Evaluation,journal,crossref:286,
doi:10.1007/s10961-017-9637-1,Mapping The Field: A Bibliometric Analysis Of The Literature On University–Industry Collaborations,journal-article,2017,3,44,,The Journal Of Technology Transfer,journal,crossref:297,
doi:10.1111/pirs.12291,"On Clusters And Industrial Districts: A Literature Review Using Bibliometrics Methods, 2000-2015",journal-article,2017,4,97,,Papers In Regional Science,journal,crossref:311,
doi:10.1111/rec.12899,Evolution Of The Field Of Ecological Restoration Over The Last Three Decades: A Bibliometric Analysis,journal-article,2018,3,27,,Restoration Ecology,journal,crossref:311,
doi:10.1080/08874417.2019.1601538,Computer Science In Asean: A Ten-Year Bibliometric Analysis (2009–2018),journal-article,2019,3,61,,Journal Of Computer Information Systems,journal,crossref:301,
doi:10.1177/0165551519837182,Understanding Data Search As A Socio-Technical Practice,journal-article,2019,4,46,,Journal Of Information Science,journal,crossref:179,
doi:10.12688/f1000research.12314.1,A Bibliometric Analysis Of The Global Research On Sofosbuvir,journal-article,2017,,6,,F1000Research,journal,crossref:2560,
doi:10.1017/s003329171800363x,Where Are The Breaks In Translation From Theory To Clinical Practice (And Back) In Addressing Depression? An Empirical Graph-Theoretic Approach,journal-article,2018,16,49,,Psychological Medicine,journal,crossref:56,
doi:10.7717/peerj.2567,Systematic Review On The Conservation Genetics Of African Savannah Elephants,journal-article,2016,,4,,Peerj,journal,crossref:4443,
doi:10.1002/pri.1760,Evolution Of Physiotherapy Scholarship: A Comparative Bibliometric Analysis Of Two Decades Of English Published Work,journal-article,2018,2,24,,Physiotherapy Research International,journal,crossref:311,
doi:10.1007/s10457-017-0107-4,Smallholder Reforestation And Livelihoods In The Humid Tropics: A Systematic Mapping Study,journal-article,2017,6,92,,Agroforestry Systems,journal,crossref:297,
doi:10.1007/s10457-018-0231-9,Is Research Supporting Sustainable Management In A Changing World? Insights From A Mediterranean Silvopastoral System,journal-article,2018,1,93,,Agroforestry Systems,journal,crossref:297,
doi:10.1177/2059204318811786,"Visualizing Music Psychology: A Bibliometric Analysis Of Psychology Of Music, Music Perception, And Musicae Scientiae From 1973 To 2017",journal-article,2019,,2,,Music & Science,journal,crossref:179,
doi:10.1007/s12053-016-9470-7,Mapping Energy-Efficient Technological Advances In Home Appliances,journal-article,2016,3,10,,Energy Efficiency,journal,crossref:297,
doi:10.1007/s12078-018-9243-0,Bibliometric Study On Functional Magnetic Resonance Imaging Literature (1995–2017) Concerning Chemosensory Perception,journal-article,2018,1,11,,Chemosensory Perception,journal,crossref:297,
doi:10.1007/s12145-019-00408-w,Ten Years Of Disaster Management And Use Of Ict: A Scientometric Analysis,journal-article,2019,1,13,,Earth Science Informatics,journal,crossref:297,
doi:10.1007/978-3-319-91473-2_1,A Bibliometric Analysis Of The Explainable Artificial Intelligence Research Field,book-chapter,2018,,,1,Communications In Computer And Information Science - Information Processing And Management Of Uncertainty In Knowledge-Based Systems. Theory And Foundations,book,crossref:297,
doi:10.3390/en11071894,The Electric Bicycle: Worldwide Research Trends,journal-article,2018,7,11,,Energies,journal,crossref:1968,
doi:10.3390/en12081414,"A Healthy, Energy-Efficient And Comfortable Indoor Environment, A Review",journal-article,2019,8,12,,Energies,journal,crossref:1968,
doi:10.3390/en12081539,Literature Review Of Net Zero And Resilience Research Of The Urban Environment: A Citation Analysis Using Big Data,journal-article,2019,8,12,,Energies,journal,crossref:1968,
doi:10.3390/f10010072,Forests’ First Decade: A Bibliometric Analysis Overview,journal-article,2019,1,10,,Forests,journal,crossref:1968,
doi:10.3390/f9040223,Sustainable Forest Bioenergy Development Strategies In Indochina: Collaborative Effort To Establish Regional Policies,journal-article,2018,4,9,,Forests,journal,crossref:1968,
doi:10.1002/cjce.23344,Experimental Methods In Chemical Engineering: Ultraviolet Visible Spectroscopy-Uv-Vis,journal-article,2018,12,96,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1002/cjce.23346,Experimental Methods In Chemical Engineering: Differential Scanning Calorimetry-Dsc,journal-article,2018,12,96,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1002/cjce.23466,Experimental Methods In Chemical Engineering: Mass Spectrometry—Ms,journal-article,2019,5,97,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1002/cjce.23530,Experimental Methods In Chemical Engineering: X‐Ray Photoelectron Spectroscopy‐Xps,journal-article,2019,10,97,,The Canadian Journal Of Chemical Engineering,journal,crossref:311,
doi:10.1080/23311975.2019.1632569,Mapping Leading Universities In Strategy Research: Three Decades Of Collaborative Networks,journal-article,2019,1,6,,Cogent Business & Management,journal,crossref:301,
doi:10.1111/jan.13868,"Bibliometric Analysis Of Six Nursing Journals From The Web Of Science, 2012–2017",journal-article,2018,3,75,,Journal Of Advanced Nursing,journal,crossref:311,
doi:10.1007/s10995-019-02772-x,Analysis Of Publication Interest On Preterm Birth Over Two Decades,journal-article,2019,10,23,,Maternal And Child Health Journal,journal,crossref:297,
doi:10.1371/journal.pone.0196549,The Influence Of Past Research On The Design Of Experiments With Dissolved Organic Matter And Engineered Nanoparticles,journal-article,2018,5,13,,Plos One,journal,crossref:340,
